star	group	ID	ID_alt	star_alt1	star_alt2	origin	snr	R	Rmax	Teff	eTeff	logg	elogg	vmic	evmic	vmac	vsini	e_vsini	[Ca/H]	e[Ca/H]	[Co/H]	e[Co/H]	[Cr/H]	e[Cr/H]	[Fe/H]	e[Fe/H]	[Mg/H]	e[Mg/H]	[Mn/H]	e[Mn/H]	[Ni/H]	e[Ni/H]	[Sc/H]	e[Sc/H]	[Si/H]	e[Si/H]	[Ti/H]	e[Ti/H]	[V/H]	e[V/H]	[Ca 1/H]	e[Ca 1/H]	n[Ca 1/H]	[Co 1/H]	e[Co 1/H]	n[Co 1/H]	[Cr 1/H]	e[Cr 1/H]	n[Cr 1/H]	[Fe 1/H]	e[Fe 1/H]	n[Fe 1/H]	[Fe 2/H]	e[Fe 2/H]	n[Fe 2/H]	[Mg 1/H]	e[Mg 1/H]	n[Mg 1/H]	[Mn 1/H]	e[Mn 1/H]	n[Mn 1/H]	[Ni 1/H]	e[Ni 1/H]	n[Ni 1/H]	[Sc 2/H]	e[Sc 2/H]	n[Sc 2/H]	[Si 1/H]	e[Si 1/H]	n[Si 1/H]	[Ti 1/H]	e[Ti 1/H]	n[Ti 1/H]	[Ti 2/H]	e[Ti 2/H]	n[Ti 2/H]	[V 1/H]	e[V 1/H]	n[V 1/H]	n_spectra	flag
HIP114971	K Giant (III)	HD219615_NAR_1	HIP114971_NARVAL_1	HD219615	-	NARVAL	1403	42000	68000	4970	43	2.44	0.12	1.32	0.02	4.6	1.6	0.0	-0.24	0.054	-0.325	0.074	-0.453	0.062	-0.459	0.043	-0.073	0.025	-0.629	0.02	-0.473	0.049	-0.27	0.041	-0.308	0.024	-0.179	0.053	-0.312	0.043	-0.24	0.054	36	-0.325	0.074	19	-0.453	0.062	25	-0.449	0.043	190	-0.555	0.034	20	-0.073	0.025	2	-0.629	0.02	9	-0.473	0.049	34	-0.27	0.041	8	-0.308	0.024	11	-0.168	0.057	38	-0.233	0.034	8	-0.312	0.043	30	2	-
HIP115227	K Giant (III)	HD220009_HAR_1	HIP115227_HARPS_1	HD220009	HD220009	HARPS	485	42000	115000	4227	77	1.66	0.04	1.31	0.02	5.17	1.6	0.0	-0.6	0.046	-0.581	0.06	-0.781	0.048	-0.715	0.045	-0.221	0.026	-0.976	0.032	-0.713	0.051	-0.449	0.078	-0.367	0.026	-0.488	0.07	-0.748	0.087	-0.6	0.046	48	-0.581	0.06	27	-0.781	0.048	33	-0.727	0.042	270	-0.567	0.081	23	-0.221	0.026	3	-0.976	0.032	12	-0.713	0.051	47	-0.449	0.078	12	-0.367	0.026	14	-0.494	0.082	42	-0.466	0.028	12	-0.748	0.087	39	3	-
HIP115227	K Giant (III)	HD220009_NAR_1	HIP115227_NARVAL_1	HD220009	HD220009	NARVAL	540	42000	68000	4227	77	1.66	0.04	1.31	0.02	5.17	1.6	0.0	-0.6	0.046	-0.581	0.06	-0.781	0.048	-0.715	0.045	-0.221	0.026	-0.976	0.032	-0.713	0.051	-0.449	0.078	-0.367	0.026	-0.488	0.07	-0.748	0.087	-0.6	0.046	48	-0.581	0.06	27	-0.781	0.048	33	-0.727	0.042	270	-0.567	0.081	23	-0.221	0.026	3	-0.976	0.032	12	-0.713	0.051	47	-0.449	0.078	12	-0.367	0.026	14	-0.494	0.082	42	-0.466	0.028	12	-0.748	0.087	39	3	-
HIP115227	K Giant (III)	HD220009_UVE_1	HIP115227_UVES_1	HD220009	HD220009	UVES	241	42000	49505	4227	77	1.66	0.04	1.31	0.02	5.17	1.6	0.0	-0.6	0.046	-0.581	0.06	-0.781	0.048	-0.715	0.045	-0.221	0.026	-0.976	0.032	-0.713	0.051	-0.449	0.078	-0.367	0.026	-0.488	0.07	-0.748	0.087	-0.6	0.046	48	-0.581	0.06	27	-0.781	0.048	33	-0.727	0.042	270	-0.567	0.081	23	-0.221	0.026	3	-0.976	0.032	12	-0.713	0.051	47	-0.449	0.078	12	-0.367	0.026	14	-0.494	0.082	42	-0.466	0.028	12	-0.748	0.087	39	3	-
HIP115620	K Giant (III)	HD220572_HAR_1	HIP115620_HARPS_1	HD220572	-	HARPS	153	42000	115000	4756	41	2.61	0.06	1.39	0.04	3.97	1.6	0.0	0.034	0.06	0.031	0.109	0.016	0.061	-0.005	0.08	0.105	0.064	0.041	0.106	-0.01	0.054	0.014	0.126	0.121	0.108	0.02	0.087	0.03	0.129	0.034	0.06	15	0.031	0.109	9	0.016	0.061	8	0.001	0.075	79	-0.051	0.118	9	0.105	0.064	1	0.041	0.106	4	-0.01	0.054	16	0.014	0.126	4	0.121	0.108	6	0.011	0.081	17	0.072	0.123	3	0.03	0.129	16	1	-
HIP115949	K Bright Giant (II)	HD221170_NAR_1	HIP115949_NARVAL_1	HD221170	-	NARVAL	265	42000	68000	4380	19	1.22	0.02	1.42	0.04	6.38	1.6	0.0	-1.977	0.07	-2.36	0.069	-2.59	0.097	-2.228	0.059	-1.825	0.048	-2.808	0.194	-2.318	0.033	-1.951	0.016	-1.843	0.039	-2.122	0.061	-2.506	0.082	-1.977	0.07	31	-2.36	0.069	10	-2.59	0.097	12	-2.273	0.058	136	-1.886	0.069	18	-1.825	0.048	2	-2.808	0.194	6	-2.318	0.033	18	-1.951	0.016	8	-1.843	0.039	7	-2.228	0.069	31	-1.713	0.034	8	-2.506	0.082	17	2	-
HIP116771	F Dwarf (V)	HD222368_ESP_1	HIP116771_ESPADONS_1	HD222368	-	ESPADONS	500	42000	68000	6169	56	4.09	0.02	1.49	0.02	6.58	1.6	0.0	-0.078	0.024	-0.196	0.039	-0.191	0.017	-0.136	0.02	-0.105	0.015	-0.205	0.017	-0.186	0.021	-0.083	0.013	-0.106	0.022	-0.119	0.017	-0.165	0.035	-0.078	0.024	86	-0.196	0.039	38	-0.191	0.017	53	-0.142	0.021	462	-0.079	0.015	48	-0.105	0.015	5	-0.205	0.017	15	-0.186	0.021	76	-0.083	0.013	20	-0.106	0.022	25	-0.128	0.018	76	-0.082	0.01	19	-0.165	0.035	61	5	-
HIP116771	F Dwarf (V)	HD222368_FER_1	HIP116771_FEROS_1	HD222368	-	FEROS	305	42000	48000	6169	56	4.09	0.02	1.49	0.02	6.58	1.6	0.0	-0.078	0.024	-0.196	0.039	-0.191	0.017	-0.136	0.02	-0.105	0.015	-0.205	0.017	-0.186	0.021	-0.083	0.013	-0.106	0.022	-0.119	0.017	-0.165	0.035	-0.078	0.024	86	-0.196	0.039	38	-0.191	0.017	53	-0.142	0.021	462	-0.079	0.015	48	-0.105	0.015	5	-0.205	0.017	15	-0.186	0.021	76	-0.083	0.013	20	-0.106	0.022	25	-0.128	0.018	76	-0.082	0.01	19	-0.165	0.035	61	5	-
HIP116771	F Dwarf (V)	HD222368_HAR_1	HIP116771_HARPS_1	HD222368	-	HARPS	545	42000	115000	6169	56	4.09	0.02	1.49	0.02	6.58	1.6	0.0	-0.078	0.024	-0.196	0.039	-0.191	0.017	-0.136	0.02	-0.105	0.015	-0.205	0.017	-0.186	0.021	-0.083	0.013	-0.106	0.022	-0.119	0.017	-0.165	0.035	-0.078	0.024	86	-0.196	0.039	38	-0.191	0.017	53	-0.142	0.021	462	-0.079	0.015	48	-0.105	0.015	5	-0.205	0.017	15	-0.186	0.021	76	-0.083	0.013	20	-0.106	0.022	25	-0.128	0.018	76	-0.082	0.01	19	-0.165	0.035	61	5	-
HIP116771	F Dwarf (V)	HD222368_NAR_1	HIP116771_NARVAL_1	HD222368	-	NARVAL	1935	42000	68000	6169	56	4.09	0.02	1.49	0.02	6.58	1.6	0.0	-0.078	0.024	-0.196	0.039	-0.191	0.017	-0.136	0.02	-0.105	0.015	-0.205	0.017	-0.186	0.021	-0.083	0.013	-0.106	0.022	-0.119	0.017	-0.165	0.035	-0.078	0.024	86	-0.196	0.039	38	-0.191	0.017	53	-0.142	0.021	462	-0.079	0.015	48	-0.105	0.015	5	-0.205	0.017	15	-0.186	0.021	76	-0.083	0.013	20	-0.106	0.022	25	-0.128	0.018	76	-0.082	0.01	19	-0.165	0.035	61	5	-
HIP12114	K Dwarf (V)	HD16160_ESP_1	HIP12114_ESPADONS_1	HD16160	-	ESPADONS	479	42000	68000	4583	76	4.52	0.01	0.22	0.36	3.8	1.6	0.0	-0.313	0.033	-0.076	0.036	-0.268	0.075	-0.173	0.08	-0.052	0.015	-0.317	0.021	-0.123	0.033	-0.049	0.053	0.074	0.03	-0.141	0.092	-0.197	0.058	-0.313	0.033	56	-0.076	0.036	55	-0.268	0.075	64	-0.206	0.054	492	0.174	0.35	47	-0.052	0.015	6	-0.317	0.021	30	-0.123	0.033	88	-0.049	0.053	24	0.074	0.03	31	-0.169	0.105	86	-0.033	0.043	22	-0.197	0.058	85	6	-
HIP12114	K Dwarf (V)	HD16160_FER_1	HIP12114_FEROS_1	HD16160	-	FEROS	209	42000	48000	4583	76	4.52	0.01	0.22	0.36	3.8	1.6	0.0	-0.313	0.033	-0.076	0.036	-0.268	0.075	-0.173	0.08	-0.052	0.015	-0.317	0.021	-0.123	0.033	-0.049	0.053	0.074	0.03	-0.141	0.092	-0.197	0.058	-0.313	0.033	56	-0.076	0.036	55	-0.268	0.075	64	-0.206	0.054	492	0.174	0.35	47	-0.052	0.015	6	-0.317	0.021	30	-0.123	0.033	88	-0.049	0.053	24	0.074	0.03	31	-0.169	0.105	86	-0.033	0.043	22	-0.197	0.058	85	6	-
HIP12114	K Dwarf (V)	HD16160_HAR_1	HIP12114_HARPS_1	HD16160	-	HARPS	1007	42000	115000	4583	76	4.52	0.01	0.22	0.36	3.8	1.6	0.0	-0.313	0.033	-0.076	0.036	-0.268	0.075	-0.173	0.08	-0.052	0.015	-0.317	0.021	-0.123	0.033	-0.049	0.053	0.074	0.03	-0.141	0.092	-0.197	0.058	-0.313	0.033	56	-0.076	0.036	55	-0.268	0.075	64	-0.206	0.054	492	0.174	0.35	47	-0.052	0.015	6	-0.317	0.021	30	-0.123	0.033	88	-0.049	0.053	24	0.074	0.03	31	-0.169	0.105	86	-0.033	0.043	22	-0.197	0.058	85	6	-
HIP12114	K Dwarf (V)	HD16160_NAR_1	HIP12114_NARVAL_1	HD16160	-	NARVAL	721	42000	68000	4583	76	4.52	0.01	0.22	0.36	3.8	1.6	0.0	-0.313	0.033	-0.076	0.036	-0.268	0.075	-0.173	0.08	-0.052	0.015	-0.317	0.021	-0.123	0.033	-0.049	0.053	0.074	0.03	-0.141	0.092	-0.197	0.058	-0.313	0.033	56	-0.076	0.036	55	-0.268	0.075	64	-0.206	0.054	492	0.174	0.35	47	-0.052	0.015	6	-0.317	0.021	30	-0.123	0.033	88	-0.049	0.053	24	0.074	0.03	31	-0.169	0.105	86	-0.033	0.043	22	-0.197	0.058	85	6	-
HIP12114	K Dwarf (V)	HD16160_UVE_1	HIP12114_UVES_1	HD16160	-	UVES	373	42000	45990	4583	76	4.52	0.01	0.22	0.36	3.8	1.6	0.0	-0.313	0.033	-0.076	0.036	-0.268	0.075	-0.173	0.08	-0.052	0.015	-0.317	0.021	-0.123	0.033	-0.049	0.053	0.074	0.03	-0.141	0.092	-0.197	0.058	-0.313	0.033	56	-0.076	0.036	55	-0.268	0.075	64	-0.206	0.054	492	0.174	0.35	47	-0.052	0.015	6	-0.317	0.021	30	-0.123	0.033	88	-0.049	0.053	24	0.074	0.03	31	-0.169	0.105	86	-0.033	0.043	22	-0.197	0.058	85	6	-
HIP12486	K Giant (III)	HD16815_HAR_1	HIP12486_HARPS_1	HD16815	-	HARPS	358	42000	115000	4720	23	2.37	0.06	1.3	0.02	4.54	1.6	0.0	-0.35	0.057	-0.359	0.101	-0.414	0.034	-0.42	0.058	-0.224	0.046	-0.471	0.078	-0.432	0.056	-0.321	0.064	-0.295	0.07	-0.336	0.055	-0.37	0.105	-0.35	0.057	17	-0.359	0.101	9	-0.414	0.034	10	-0.416	0.057	90	-0.461	0.074	9	-0.224	0.046	1	-0.471	0.078	5	-0.432	0.056	17	-0.321	0.064	4	-0.295	0.07	6	-0.338	0.056	17	-0.325	0.048	3	-0.37	0.105	15	1	-
HIP12530	F Dwarf (V)	HD16765_HER_1	HIP12530_HERMES_1	HD16765	-	HERMES	94	42000	75000	6310	51	4.36	0.02	1.47	0.16	7.54	1.6	0.0	0.001	0.074	-0.143	0.079	-0.215	0.08	-0.108	0.078	-0.113	0.16	-0.1	0.075	-0.038	0.118	-0.187	0.063	-0.077	0.046	-0.197	0.072	0.113	0.247	0.001	0.074	19	-0.143	0.079	5	-0.215	0.08	9	-0.103	0.081	111	-0.178	0.038	8	-0.113	0.16	1	-0.1	0.075	8	-0.038	0.118	12	-0.187	0.063	8	-0.077	0.046	7	-0.218	0.096	11	-0.141	0.005	4	0.113	0.247	4	2	-
HIP12777	F Dwarf (V)	HD16895_NAR_1	HIP12777_NARVAL_1	HD16895	-	NARVAL	255	42000	68000	6206	23	4.26	0.01	1.44	0.03	6.71	1.6	0.0	-0.031	0.027	-0.179	0.067	-0.097	0.042	-0.054	0.032	-0.092	0.028	-0.139	0.044	-0.108	0.025	-0.049	0.036	-0.057	0.068	-0.093	0.03	-0.103	0.063	-0.031	0.027	33	-0.179	0.067	10	-0.097	0.042	22	-0.06	0.033	182	0.024	0.029	16	-0.092	0.028	2	-0.139	0.044	6	-0.108	0.025	32	-0.049	0.036	6	-0.057	0.068	12	-0.1	0.033	33	-0.056	0.014	6	-0.103	0.063	21	2	-
HIP13288	K Giant (III)	HD17824_HAR_1	HIP13288_HARPS_1	HD17824	-	HARPS	454	42000	115000	4980	64	2.89	0.03	1.34	0.02	4.0	1.6	0.0	-0.094	0.034	-0.189	0.061	-0.137	0.04	-0.136	0.044	-0.11	0.029	-0.227	0.092	-0.205	0.031	-0.115	0.039	-0.039	0.057	-0.167	0.048	-0.197	0.056	-0.094	0.034	33	-0.189	0.061	18	-0.137	0.04	23	-0.142	0.043	184	-0.086	0.05	19	-0.11	0.029	2	-0.227	0.092	10	-0.205	0.031	36	-0.115	0.039	8	-0.039	0.057	12	-0.185	0.047	35	-0.073	0.055	7	-0.197	0.056	28	2	-
HIP13288	K Giant (III)	HD17824_HER_1	HIP13288_HERMES_1	HD17824	-	HERMES	428	42000	75000	4980	64	2.89	0.03	1.34	0.02	4.0	1.6	0.0	-0.094	0.034	-0.189	0.061	-0.137	0.04	-0.136	0.044	-0.11	0.029	-0.227	0.092	-0.205	0.031	-0.115	0.039	-0.039	0.057	-0.167	0.048	-0.197	0.056	-0.094	0.034	33	-0.189	0.061	18	-0.137	0.04	23	-0.142	0.043	184	-0.086	0.05	19	-0.11	0.029	2	-0.227	0.092	10	-0.205	0.031	36	-0.115	0.039	8	-0.039	0.057	12	-0.185	0.047	35	-0.073	0.055	7	-0.197	0.056	28	2	-
HIP13328	K Bright Giant (II)	HD17709_HER_1	HIP13328_HERMES_1	HD17709	-	HERMES	173	42000	75000	3799	72	0.93	0.06	1.06	0.03	5.38	1.6	0.0	-0.34	0.102	-0.494	0.156	-0.42	0.179	-0.413	0.225	-0.299	0.069	-0.474	0.199	-0.383	0.133	-0.484	0.182	-0.147	0.448	-0.238	0.171	-0.173	0.409	-0.34	0.102	10	-0.494	0.156	9	-0.42	0.179	7	-0.416	0.209	74	-0.379	0.395	7	-0.299	0.069	1	-0.474	0.199	3	-0.383	0.133	13	-0.484	0.182	3	-0.147	0.448	3	-0.132	0.197	7	-0.422	0.126	4	-0.173	0.409	9	1	-
HIP14060	K Giant (III)	HD18784_HAR_1	HIP14060_HARPS_1	HD18784	-	HARPS	100	42000	115000	4652	80	2.3	0.12	1.46	0.04	4.41	1.6	0.0	-0.275	0.045	-0.182	0.073	-0.292	0.04	-0.254	0.049	-0.058	0.056	-0.321	0.08	-0.24	0.039	-0.198	0.064	-0.059	0.054	-0.244	0.047	-0.303	0.083	-0.275	0.045	32	-0.182	0.073	19	-0.292	0.04	23	-0.259	0.046	178	-0.206	0.071	19	-0.058	0.056	2	-0.321	0.08	10	-0.24	0.039	35	-0.198	0.064	8	-0.059	0.054	11	-0.264	0.047	31	-0.156	0.047	7	-0.303	0.083	29	2	-
HIP14060	K Giant (III)	HD18784_HER_1	HIP14060_HERMES_1	HD18784	-	HERMES	110	42000	75000	4652	80	2.3	0.12	1.46	0.04	4.41	1.6	0.0	-0.275	0.045	-0.182	0.073	-0.292	0.04	-0.254	0.049	-0.058	0.056	-0.321	0.08	-0.24	0.039	-0.198	0.064	-0.059	0.054	-0.244	0.047	-0.303	0.083	-0.275	0.045	32	-0.182	0.073	19	-0.292	0.04	23	-0.259	0.046	178	-0.206	0.071	19	-0.058	0.056	2	-0.321	0.08	10	-0.24	0.039	35	-0.198	0.064	8	-0.059	0.054	11	-0.264	0.047	31	-0.156	0.047	7	-0.303	0.083	29	2	-
HIP14086	K Subgiant (IV)	HD18907_ESP_1	HIP14086_ESPADONS_1	HD18907	epsFor	ESPADONS	1018	42000	68000	5143	56	3.53	0.03	0.92	0.03	3.99	1.6	0.0	-0.284	0.028	-0.398	0.043	-0.482	0.04	-0.565	0.025	-0.158	0.02	-0.729	0.019	-0.548	0.03	-0.374	0.012	-0.388	0.022	-0.196	0.028	-0.32	0.031	-0.284	0.028	68	-0.398	0.043	36	-0.482	0.04	49	-0.559	0.024	372	-0.627	0.042	39	-0.158	0.02	4	-0.729	0.019	20	-0.548	0.03	65	-0.374	0.012	16	-0.388	0.022	22	-0.175	0.031	70	-0.298	0.015	15	-0.32	0.031	56	4	Indirect theta
HIP14086	K Subgiant (IV)	HD18907_FER_1	HIP14086_FEROS_1	HD18907	epsFor	FEROS	383	42000	48000	5143	56	3.53	0.03	0.92	0.03	3.99	1.6	0.0	-0.284	0.028	-0.398	0.043	-0.482	0.04	-0.565	0.025	-0.158	0.02	-0.729	0.019	-0.548	0.03	-0.374	0.012	-0.388	0.022	-0.196	0.028	-0.32	0.031	-0.284	0.028	68	-0.398	0.043	36	-0.482	0.04	49	-0.559	0.024	372	-0.627	0.042	39	-0.158	0.02	4	-0.729	0.019	20	-0.548	0.03	65	-0.374	0.012	16	-0.388	0.022	22	-0.175	0.031	70	-0.298	0.015	15	-0.32	0.031	56	4	Indirect theta
HIP14086	K Subgiant (IV)	HD18907_HAR_1	HIP14086_HARPS_1	HD18907	epsFor	HARPS	392	42000	115000	5143	56	3.53	0.03	0.92	0.03	3.99	1.6	0.0	-0.284	0.028	-0.398	0.043	-0.482	0.04	-0.565	0.025	-0.158	0.02	-0.729	0.019	-0.548	0.03	-0.374	0.012	-0.388	0.022	-0.196	0.028	-0.32	0.031	-0.284	0.028	68	-0.398	0.043	36	-0.482	0.04	49	-0.559	0.024	372	-0.627	0.042	39	-0.158	0.02	4	-0.729	0.019	20	-0.548	0.03	65	-0.374	0.012	16	-0.388	0.022	22	-0.175	0.031	70	-0.298	0.015	15	-0.32	0.031	56	4	Indirect theta
HIP14086	K Subgiant (IV)	HD18907_UVE_1	HIP14086_UVES_1	HD18907	epsFor	UVES	327	42000	45990	5143	56	3.53	0.03	0.92	0.03	3.99	1.6	0.0	-0.284	0.028	-0.398	0.043	-0.482	0.04	-0.565	0.025	-0.158	0.02	-0.729	0.019	-0.548	0.03	-0.374	0.012	-0.388	0.022	-0.196	0.028	-0.32	0.031	-0.284	0.028	68	-0.398	0.043	36	-0.482	0.04	49	-0.559	0.024	372	-0.627	0.042	39	-0.158	0.02	4	-0.729	0.019	20	-0.548	0.03	65	-0.374	0.012	16	-0.388	0.022	22	-0.175	0.031	70	-0.298	0.015	15	-0.32	0.031	56	4	Indirect theta
HIP14135	K Bright Giant (II)	HD18884_FER_1	HIP14135_FEROS_1	HD18884	alfCet	FEROS	293	42000	48000	3738	170	0.66	0.07	0.64	0.03	5.77	1.6	0.0	-0.394	0.097	-0.725	0.082	-0.325	0.127	-0.569	0.169	-0.603	0.022	-0.757	0.21	-0.462	0.173	-0.605	0.13	-0.063	0.405	-0.201	0.116	0.071	0.285	-0.394	0.097	46	-0.725	0.082	34	-0.325	0.127	28	-0.558	0.167	318	-0.738	0.207	20	-0.603	0.022	5	-0.757	0.21	15	-0.462	0.173	58	-0.605	0.13	15	-0.063	0.405	14	-0.052	0.136	25	-0.397	0.089	19	0.071	0.285	39	5	-
HIP14135	K Bright Giant (II)	HD18884_HAR_1	HIP14135_HARPS_1	HD18884	alfCet	HARPS	171	42000	115000	3738	170	0.66	0.07	0.64	0.03	5.77	1.6	0.0	-0.394	0.097	-0.725	0.082	-0.325	0.127	-0.569	0.169	-0.603	0.022	-0.757	0.21	-0.462	0.173	-0.605	0.13	-0.063	0.405	-0.201	0.116	0.071	0.285	-0.394	0.097	46	-0.725	0.082	34	-0.325	0.127	28	-0.558	0.167	318	-0.738	0.207	20	-0.603	0.022	5	-0.757	0.21	15	-0.462	0.173	58	-0.605	0.13	15	-0.063	0.405	14	-0.052	0.136	25	-0.397	0.089	19	0.071	0.285	39	5	-
HIP14135	K Bright Giant (II)	HD18884_NAR_1	HIP14135_NARVAL_1	HD18884	alfCet	NARVAL	1206	42000	68000	3738	170	0.66	0.07	0.64	0.03	5.77	1.6	0.0	-0.394	0.097	-0.725	0.082	-0.325	0.127	-0.569	0.169	-0.603	0.022	-0.757	0.21	-0.462	0.173	-0.605	0.13	-0.063	0.405	-0.201	0.116	0.071	0.285	-0.394	0.097	46	-0.725	0.082	34	-0.325	0.127	28	-0.558	0.167	318	-0.738	0.207	20	-0.603	0.022	5	-0.757	0.21	15	-0.462	0.173	58	-0.605	0.13	15	-0.063	0.405	14	-0.052	0.136	25	-0.397	0.089	19	0.071	0.285	39	5	-
HIP14135	K Bright Giant (II)	HD18884_UVE_1	HIP14135_UVES_1	HD18884	alfCet	UVES	552	42000	74450	3738	170	0.66	0.07	0.64	0.03	5.77	1.6	0.0	-0.394	0.097	-0.725	0.082	-0.325	0.127	-0.569	0.169	-0.603	0.022	-0.757	0.21	-0.462	0.173	-0.605	0.13	-0.063	0.405	-0.201	0.116	0.071	0.285	-0.394	0.097	46	-0.725	0.082	34	-0.325	0.127	28	-0.558	0.167	318	-0.738	0.207	20	-0.603	0.022	5	-0.757	0.21	15	-0.462	0.173	58	-0.605	0.13	15	-0.063	0.405	14	-0.052	0.136	25	-0.397	0.089	19	0.071	0.285	39	5	-
HIP14632	G Dwarf (V)	HD19373_NAR_1	HIP14632_NARVAL_1	HD19373	-	NARVAL	251	42000	68000	5921	17	4.17	0.01	1.24	0.04	4.84	1.6	0.0	0.067	0.036	0.063	0.05	0.053	0.021	0.068	0.028	0.067	0.038	0.052	0.035	0.077	0.024	0.1	0.014	0.09	0.023	0.038	0.023	0.035	0.03	0.067	0.036	34	0.063	0.05	19	0.053	0.021	23	0.064	0.028	194	0.109	0.028	20	0.067	0.038	2	0.052	0.035	8	0.077	0.024	36	0.1	0.014	8	0.09	0.023	12	0.031	0.025	36	0.073	0.012	8	0.035	0.03	27	2	-
HIP14838	K Giant (III)	HD19787_HAR_1	HIP14838_HARPS_1	HD19787	-	HARPS	131	42000	115000	4703	161	2.36	0.23	1.4	0.02	4.22	1.6	0.0	-0.069	0.038	-0.114	0.055	-0.088	0.047	-0.099	0.048	0.026	0.031	-0.084	0.073	-0.111	0.035	-0.186	0.062	0.044	0.06	-0.172	0.063	-0.181	0.065	-0.069	0.038	45	-0.114	0.055	27	-0.088	0.047	33	-0.096	0.047	246	-0.119	0.057	29	0.026	0.031	3	-0.084	0.073	13	-0.111	0.035	48	-0.186	0.062	12	0.044	0.06	15	-0.186	0.06	48	-0.112	0.078	11	-0.181	0.065	42	3	-
HIP14838	K Giant (III)	HD19787_UVE_1	HIP14838_UVES_1	HD19787	-	UVES	267	42000	45990	4703	161	2.36	0.23	1.4	0.02	4.22	1.6	0.0	-0.069	0.038	-0.114	0.055	-0.088	0.047	-0.099	0.048	0.026	0.031	-0.084	0.073	-0.111	0.035	-0.186	0.062	0.044	0.06	-0.172	0.063	-0.181	0.065	-0.069	0.038	45	-0.114	0.055	27	-0.088	0.047	33	-0.096	0.047	246	-0.119	0.057	29	0.026	0.031	3	-0.084	0.073	13	-0.111	0.035	48	-0.186	0.062	12	0.044	0.06	15	-0.186	0.06	48	-0.112	0.078	11	-0.181	0.065	42	3	-
HIP14954	G Subgiant (IV)	HD19994_ESP_1	HIP14954_ESPADONS_1	HD19994	-	ESPADONS	1152	42000	68000	5912	59	4.0	0.04	1.39	0.03	4.86	1.6	0.0	0.073	0.024	-0.008	0.028	0.015	0.025	0.062	0.025	0.057	0.016	0.006	0.054	0.052	0.026	0.133	0.01	0.132	0.033	0.004	0.026	-0.046	0.034	0.073	0.024	72	-0.008	0.028	33	0.015	0.025	56	0.049	0.026	434	0.191	0.02	46	0.057	0.016	5	0.006	0.054	15	0.052	0.026	81	0.133	0.01	16	0.132	0.033	28	-0.024	0.027	81	0.123	0.022	19	-0.046	0.034	63	5	-
HIP14954	G Subgiant (IV)	HD19994_HAR_1	HIP14954_HARPS_1	HD19994	-	HARPS	866	42000	115000	5912	59	4.0	0.04	1.39	0.03	4.86	1.6	0.0	0.073	0.024	-0.008	0.028	0.015	0.025	0.062	0.025	0.057	0.016	0.006	0.054	0.052	0.026	0.133	0.01	0.132	0.033	0.004	0.026	-0.046	0.034	0.073	0.024	72	-0.008	0.028	33	0.015	0.025	56	0.049	0.026	434	0.191	0.02	46	0.057	0.016	5	0.006	0.054	15	0.052	0.026	81	0.133	0.01	16	0.132	0.033	28	-0.024	0.027	81	0.123	0.022	19	-0.046	0.034	63	5	-
HIP14954	G Subgiant (IV)	HD19994_NAR_1	HIP14954_NARVAL_1	HD19994	-	NARVAL	1695	42000	68000	5912	59	4.0	0.04	1.39	0.03	4.86	1.6	0.0	0.073	0.024	-0.008	0.028	0.015	0.025	0.062	0.025	0.057	0.016	0.006	0.054	0.052	0.026	0.133	0.01	0.132	0.033	0.004	0.026	-0.046	0.034	0.073	0.024	72	-0.008	0.028	33	0.015	0.025	56	0.049	0.026	434	0.191	0.02	46	0.057	0.016	5	0.006	0.054	15	0.052	0.026	81	0.133	0.01	16	0.132	0.033	28	-0.024	0.027	81	0.123	0.022	19	-0.046	0.034	63	5	-
HIP14954	G Subgiant (IV)	HD19994_UVE_1	HIP14954_UVES_1	HD19994	-	UVES	310	42000	107200	5912	59	4.0	0.04	1.39	0.03	4.86	1.6	0.0	0.073	0.024	-0.008	0.028	0.015	0.025	0.062	0.025	0.057	0.016	0.006	0.054	0.052	0.026	0.133	0.01	0.132	0.033	0.004	0.026	-0.046	0.034	0.073	0.024	72	-0.008	0.028	33	0.015	0.025	56	0.049	0.026	434	0.191	0.02	46	0.057	0.016	5	0.006	0.054	15	0.052	0.026	81	0.133	0.01	16	0.132	0.033	28	-0.024	0.027	81	0.123	0.022	19	-0.046	0.034	63	5	-
HIP15457	G Dwarf (V)	HD20630_FER_1	HIP15457_FEROS_1	HD20630	-	FEROS	266	42000	48000	5786	87	4.5	0.04	1.23	0.04	4.15	1.6	0.0	0.118	0.03	0.017	0.034	0.105	0.021	0.083	0.024	0.016	0.017	0.054	0.018	0.033	0.017	-0.034	0.024	0.016	0.014	0.057	0.026	0.084	0.02	0.118	0.03	64	0.017	0.034	37	0.105	0.021	47	0.089	0.024	359	0.036	0.023	40	0.016	0.017	4	0.054	0.018	15	0.033	0.017	68	-0.034	0.024	16	0.016	0.014	20	0.075	0.027	67	-0.017	0.019	16	0.084	0.02	55	4	-
